Curriculum,SacramentoActual,,,,,,,,,
Institution,"Sacramento State",,,,,,,,,
Degree Type,"BS",,,,,,,,,
System Type,"semester",,,,,,,,,
CIP,"11.0701",,,,,,,,,
Courses,,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name,Complexity,Blocking,Delay,Centrality
1,"Programming Concepts and Methodology I","CSC","15","2",,,3,"","",8.0,4,4.0,12
2,"Introduction to Programming Logic","CSC","10",,,,3,"","",9.0,5,4.0,0
3,"Programming Concepts and Methodology II","CSC","20","1",,,3,"","",6.0,2,4.0,8
4,"Discrete Structures for Computer Science","CSC","28","5","3",,3,"","",4.0,0,4.0,0
5,"Pre-Calculus Mathematics","MATH","29",,,,4,"","",9.0,5,4.0,0
6,"Introduction to Computer Architecture","CSC","35","1",,,3,"","",5.0,1,4.0,4
7,"Calculus I","MATH","30","5",,,4,"","",7.0,3,4.0,7
8,"Calculus II","MATH","31","7",,,4,"","",5.0,1,4.0,4
9,"General Physics: Mechanics","PHYS","11A",,"8",,4,"","",4.0,0,4.0,0
10,"Introduction to Systems Programming in UNIX","CSC","60","6;3",,,3,"","",4.0,0,4.0,0
12,"Introduction to Linear Algebra","MATH","35","7",,,3,"","",3.0,0,3.0,0
13,"Basic Biological Concepts","BIO","10",,,,3,"","",1.0,0,1.0,0
