Curriculum,UCSanDiegoActual,,,,,,,,,
Institution,"UCSD",,,,,,,,,
Degree Type,"BS",,,,,,,,,
System Type,"quarter",,,,,,,,,
CIP,"11.0701",,,,,,,,,
Courses,,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name,Complexity,Blocking,Delay,Centrality
1,"Precalculus for Science and Engineering","MATH","4C",,,,4,"","",6.7,6,4.0,0
2,"Calculus for Science and Engineering","MATH","20A","1",,,4,"","",6.0,5,4.0,15
3,"Calculus for Science and Engineering","MATH","20B","2",,,4,"","",4.0,2,4.0,8
4,"Calculus and Analytic Geometry for Science and Engineering","MATH","20C","3",,,4,"","",2.7,0,4.0,0
5,"Linear Algebra","MATH","18","2",,,4,"","",3.3,1,4.0,4
6,"PhysicsMechanics","PHYS","2A","2",,,4,"","",2.0,0,3.0,0
7,"PhysicsElectricity and Magnetism","PHYS","2B","5;3",,,4,"","",2.7,0,4.0,0
8,"Introduction to Programming and Computational Problem-Solving: Accelerated Pace","CSE","11",,,,4,"","",4.7,4,3.0,0
9,"Basic Data Structures and Object-Oriented Design","CSE","12","8",,,4,"","",2.7,1,3.0,3
11,"Discrete Mathematics","CSE","20","8",,,4,"","",2.7,1,3.0,3
12,"Mathematics for Algorithms and Systems","CSE","21","11",,,4,"","",2.0,0,3.0,0
13,"Computer Organization and Systems Programming","CSE","30","9",,,4,"","",2.0,0,3.0,0
