UC Berkeley BS,"[['Physics 7A - Physics for Scientists and Engineers (4.00)', 'Physics 7B - Physics for Scientists and Engineers (4.00)'], ['Physics 5A - Introductory Mechanics and Relativity (3.00)', 'Physics 5B - Introductory Electromagnetism, Waves, and Optics (3.00)', 'Physics 5BL - Introduction to Experimental Physics I (2.00)']]"
UC Berkeley BS,"[['Physics 5C/5CL (5.00)'], ['Physics 7C (4.00)'], ['Chem 1A/AL (5.00)'], ['Chem 1B (4.00)'], ['Chem 3A/3AL (5.00)'], ['Chem 3B/3BL (5.00)'], ['Chem 4A, 4B, or 5 (5.00)'], ['Biology 1A/1AL (5.00)'], ['Biology 1B (4.00)'], ['Astro 7A, or B (4.00)'], ['MCB 32/32L (5.00)'], ['any upper-division, letter-graded course of 3 or more semester units in Astronomy, Biology, Chemistry, Earth and Planetary Science (except EPS 170AC), Integrative Biology, Molecular and Cell Biology, Physics or Plant and Microbial Biology (3.00)']]"
UC Berkeley BS,Total units: 11.0
UC Davis,"[['CHE 2A - General Chemistry (5.00)'], ['CHE 4A - General Chemistry for the Physical Sciences & Engineering (5.00)']]"
UC Davis,[['PHY 9A - Classical Physics (5.00)']]
UC Davis,[['PHY 9B - Classical Physics (5.00)']]
UC Davis,[['PHY 9C - Classical Physics (5.00)']]
UC Davis,[['PHY 9D - Modern Physics (5.00)']]
UC Davis,Total units: 25.0
UC Los Angeles,[['PHYSICS 1A - Physics for Scientists and Engineers - Mechanics (5.00)']]
UC Los Angeles,"[['PHYSICS 1B - Physics for Scientists and Engineers - Oscillations, Waves, Electric and Magnetic Fields (5.00)']]"
UC Los Angeles,"[['PHYSICS 1C - Physics for Scientists and Engineers - Electrodynamics, Optics, and Special Relativity (5.00)']]"
UC Los Angeles,"[['PHYSICS 4AL - Physics Laboratory for Scientists and Engineers - Mechanics (2.00)'], ['PHYSICS 4BL - Physics Laboratory for Scientists and Engineers - Electricity and Magnetism (2.00)']]"
UC Los Angeles,Total units: 17.0
UC Merced,"[['PHYS 008 - Introductory Physics I for Physical Sciences (3.00)', 'PHYS 008L - Introductory Physics I for Physical Sciences Lab (1.00)']]"
UC Merced,"[['PHYS 009 - Introductory Physics II for Physical Sciences (3.00)', 'PHYS 009L - Introductory Physics II for Physical Sciences Lab (1.00)']]"
