Curriculum,CSU_Channel_Islands,,,,,,,,,,,,
Institution,CSU Channel Islands,,,,,,,,,,,,
Degree Type,BS,,,,,,,,,,,,
System Type,semester,,,,,,,,,,,,
CIP,11.0701,,,,,,,,,,,,
Courses,,,,,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name,Complexity,Blocking,Delay,Centrality
13,Introduction To Software Engineering,COMP,350,,,,3,,,5.0,2,3.0,0
14,Operating Systems,COMP,362,,,,4,,,6.0,3,3.0,0
15,"Automata, Languages, and Computation",COMP,454,,,,3,,,1.0,0,1.0,0
17,Probability and Statistics,MATH,352,,,,3,,,1.0,0,1.0,0
18,Analysis of Algorithms,MATH,354,,,,3,,,1.0,0,1.0,0
19,Human-Computer Interaction,COMP,449,,,,3,,,1.0,0,1.0,0
20,Distributed Computing,COMP,351,,,,3,,,1.0,0,1.0,0
21,Mobile Application Development,COMP,405,,,,3,,,1.0,0,1.0,0
22,Database Theory and Design,COMP,420,,,,3,,,1.0,0,1.0,0
23,Computer System Security,COMP,424,14,,,3,,,2.0,0,2.0,0
24,Capstone Preparation,COMP,491,13;14,,,1,,,4.0,1,3.0,6
25,Capstone Project,COMP,499,24,,,3,,,3.0,0,3.0,0
