Curriculum,CSU_San_Marcos,,,,,,,,,
Institution,"CSU San Marcos",,,,,,,,,
Degree Type,"BS",,,,,,,,,
System Type,"semester",,,,,,,,,
CIP,"11.0701",,,,,,,,,
Courses,,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name,Complexity,Blocking,Delay,Centrality
11,"Social Issues and Professional Practices in Computing: Activities and Lab ","CS","310L",,,,1,"","",1.0,0,1.0,0
12,"Data Structures and Algorithms","CS","311",,,,3,"","",10.0,7,3.0,0
13,"Computer Architecture","CS","331",,,,3,"","",5.0,2,3.0,0
14,"Programming Languages","CS","351","13",,,3,"","",4.0,1,3.0,3
15,"Introduction to Software Engineering","CS","370","12",,,3,"","",4.0,1,3.0,3
16,"Operating Systems","CS","433","12",,,3,"","",4.0,1,3.0,3
17,"Introduction to Networking","CS","436","12",,,3,"","",2.0,0,2.0,0
18,"Fundamentals of Database Systems","CS","443","12",,,3,"","",2.0,0,2.0,0
19,"Introduction to Artificial Intelligence","CS","471","14",,,3,"","",3.0,0,3.0,0
20,"Capstone Project","CS","490","15",,,1,"","",3.0,0,3.0,0
21,"Introduction to Computer Security","CS","452","16",,,3,"","",3.0,0,3.0,0
22,"Real-Time Concepts for Embedded Systems ","CS","435","12",,,3,"","",2.0,0,2.0,0
23,"Introduction to Optimization","MATH","480",,,,3,"","",1.0,0,1.0,0
