Curriculum,San_Jose_State,,,,,,,,,
Institution,"San Jose State",,,,,,,,,
Degree Type,"BS",,,,,,,,,
System Type,"semester",,,,,,,,,
CIP,"11.0701",,,,,,,,,
Courses,,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name,Complexity,Blocking,Delay,Centrality
9,"Computers, Ethics and Society","PHIL","134",,,,3,"","",1.0,0,1.0,0
10,"Technical Writing Workshop","CS","100W",,,,3,"","",5.0,2,3.0,0
15,"Data Structures and Algorithms","CS","146",,,,3,"","",10.0,7,3.0,0
16,"Computer Architecture","CS","147",,,,3,"","",1.0,0,1.0,0
17,"Operating Systems","CS","149",,,,3,"","",1.0,0,1.0,0
18,"Object-Oriented Design","CS","151",,,,3,"","",6.0,3,3.0,0
19,"Programming Paradigms","CS","152","18",,,3,"","",2.0,0,2.0,0
20,"Formal Languages and Computability","CS","154",,,,3,"","",1.0,0,1.0,0
21,"Introduction to Database Management Systems","CS","157A","15",,,3,"","",4.0,1,3.0,3
22,"Software Engineering","CS","160","15;10;18",,,3,"","",4.0,1,3.0,9
23,"Information Security","CS","166","15",,,3,"","",2.0,0,2.0,0
24,"Software Project","CS","161","22",,,3,"","",3.0,0,3.0,0
25,"Bioinformatics I","CS","123A",,,,3,"","",1.0,0,1.0,0
26,"Introduction to Artificial Intelligence","CS","156","15",,,3,"","",2.0,0,2.0,0
27,"NoSQL Database Systems","CS","157C","21",,,3,"","",3.0,0,3.0,0
28,"Introduction to the Design and Analysis of Algorithms","CS","155","15",,,3,"","",2.0,0,2.0,0
