Evergreen Valley College	[['COMP 110 - Introduction to Algorithms and Programming (3.00) & COMP 110L - Introduction to Algorithms and Programming Laboratory (1.00)']]	[[['COMSC 075 - Computer Science I: Introduction to Program Structures (3.00)']]]
Evergreen Valley College	[['COMP 122 - Computer Architecture and Assembly Language (1.00) & COMP 122L - Computer Architecture and Assembly Language Lab (1.00)']]	[[['COMSC 077 - Introduction to Computer Systems (3.00)']]]
Evergreen Valley College	[['COMP 182 - Data Structures and Program Design (3.00) & COMP 182L - Data Structures and Program Design Lab (1.00)']]	[[['COMSC 076 - Computer Science II: Introduction to Data Structures (3.00)']]]
Evergreen Valley College	[['COMP 222 - Computer Organization (3.00)']]	[[['No Course Articulated']]]
Evergreen Valley College	[['COMP 256 - Discrete Structures for Computer Science (3.00) & COMP 256L - Discrete Structures for Computer Science Lab (1.00)']]	[[['COMSC 080 - Discrete Structures (3.00)'], ['MATH 070 - Discrete Mathematics (4.00)']]]
Evergreen Valley College	[['COMP 282 - Advanced Data Structures (3.00)']]	[[['No Course Articulated']]]
Evergreen Valley College	[['MATH 150A - Calculus I (5.00)']]	[[['MATH 071 - Calculus I with Analytic Geometry (5.00)']]]
Evergreen Valley College	[['MATH 150B - Calculus II (5.00)']]	[[['MATH 072 - Calculus II with Analytic Geometry (5.00)']]]
Evergreen Valley College	[['MATH 262 - Introduction to Linear Algebra (3.00)']]	[[['MATH 079 - Linear Algebra (3.00)']]]
Evergreen Valley College	[['PHIL 230 - Introduction to Formal Logic (3.00)']]	[[['No Course Articulated']]]
Evergreen Valley College	[['BIOL 106 - Biological Principles I (3.00) & BIOL 106L - Biology Laboratory I (1.00)', 'BIOL 107 - Biological Principles II (3.00) & BIOL 107L - Biology Laboratory II (1.00)']]	[[['BIOL 004B - Organismal Biology and Biodiversity (5.00)']], [['BIOL 004A - General Principles and Cell Biology (5.00)']]]
Evergreen Valley College	[['PHYS 220A - Mechanics (3.00) & PHYS 220AL - Mechanics Laboratory (1.00)']]	[[['PHYS 004A - General Physics (5.00)'], ['PHYS 007A - Calculus-Based General Physics for Scientists and Engineers - I (4.00)']]]
