Evergreen Valley College	[['CSC 121 - Introduction to Computer Science and Programming I (4.00)']]	[[['COMSC 075 - Computer Science I: Introduction to Program Structures (3.00)']]]
Evergreen Valley College	[['CSC 123 - Introduction to Computer Science and Programming II (4.00)']]	[[['COMSC 076 - Computer Science II: Introduction to Data Structures (3.00)']]]
Evergreen Valley College	[['CSC 221 - Assembly Language and Introduction to Computer Organization (3.00)']]	[[['COMSC 077 - Introduction to Computer Systems (3.00)']]]
Evergreen Valley College	[['MAT 191 - Calculus I (5.00)']]	[[['MATH 071 - Calculus I with Analytic Geometry (5.00)'], ['MATH 066 - Calculus I LateTranscendentals for STEM (4.00)']]]
Evergreen Valley College	[['MAT 193 - Calculus II (5.00)']]	[[['MATH 072 - Calculus II with Analytic Geometry (5.00)']]]
Evergreen Valley College	[['MAT 271 - Foundations of Higher Mathematics (3.00)']]	[[['No Course Articulated']]]
Evergreen Valley College	[['MAT 281 - Discrete Mathematics (3.00)']]	[[['COMSC 080 - Discrete Structures (3.00)']]]
Evergreen Valley College	[['PHY 130 - General Physics I (5.00)']]	[[['No Course Articulated']]]
Evergreen Valley College	[['PHY 132 - General Physics II (5.00)']]	[[['No Course Articulated']]]
Evergreen Valley College	[['PHY 130 - General Physics I (5.00) & PHY 132 - General Physics II (5.00)']]	[[['PHYS 004A - General Physics (5.00)', 'PHYS 004B - General Physics (5.00)', 'PHYS 004C - General Physics (5.00)']], [['PHYS 004A - General Physics (5.00)', 'PHYS 004B - General Physics (5.00)', 'PHYS 004C - General Physics (5.00)']]]
Evergreen Valley College	[['CSC 251 - C Language Programming and UNIX (3.00)'], ['CSC 255 - Dynamic Web Programming (3.00)']]	[[['No Course Articulated']]]
Los Angeles City College	[['CSC 121 - Introduction to Computer Science and Programming I (4.00)']]	[[['CS 213 - Advanced Programming in JAVA (3.00)'], ['CS 216 - Object Oriented Programming In C++ (3.00)']]]
