Curriculum,UC_Santa_Cruz_BS,,,,,,,,,,,,
Institution,UC Santa Cruz BS,,,,,,,,,,,,
Degree Type,BS,,,,,,,,,,,,
System Type,quarter,,,,,,,,,,,,
CIP,11.0701,,,,,,,,,,,,
Courses,,,,,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name,Complexity,Blocking,Delay,Centrality
4,Applied Discrete Mathematics,CSE,16,,,,5,,,8.7,10,3.0,0
5,Vector Calculus,MATH,23A,,,,5,,,2.0,1,2.0,0
6,Linear Algebra,MATH,21,,,,5,,,0.7,0,1.0,0
11,Computer Architecture,CSE,120,,,,5,,,0.7,0,1.0,0
12,Introduction to Data Structures and Algorithms,CSE,101,4,,,5,,,7.3,8,3.0,24
13,Engineering Principles of Electronics,ECE,30,,,,7,,,0.7,0,1.0,0
14,Introduction to Analysis of Algorithms,CSE,102,12,,,5,,,2.0,0,3.0,0
15,Computational Models,CSE,103,12,,,5,,,2.0,0,3.0,0
16,Comparative Programming Languages,CSE,112,12,,,5,,,2.0,0,3.0,0
17,Principles of Computer Systems Design,CSE,130,12,,,5,,,2.0,0,3.0,0
18,Probability and Statistics for Engineers,CSE,107,5;4,,,5,,,1.3,0,2.0,0
19,Technical Writing for Computer Science and Engineering,CSE,185E,,,,5,,,0.7,0,1.0,0
20,Artificial Intelligence,CSE,140,12,,,5,,,2.0,0,3.0,0
21,Applied Machine Learning,CSE,144,12,,,5,,,2.0,0,3.0,0
22,Data Wrangling and Web Scraping,CSE,184,12,,,5,,,2.0,0,3.0,0
23,Data Programming for Visualization,CSE,163,12,,,5,,,2.0,0,3.0,0
