Curriculum,MontereyBayActual,,,,,,,,,
Institution,"CSU Monterey Bay",,,,,,,,,
Degree Type,"BS",,,,,,,,,
System Type,"semester",,,,,,,,,
CIP,"11.0701",,,,,,,,,
Courses,,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name,Complexity,Blocking,Delay,Centrality
8,"Major ProSeminar","CST","300",,,,4,"","",3.0,1,2.0,0
9,"Software Design","CST","338",,,,4,"","",3.0,1,2.0,0
10,"Operating Systems","CST","334",,,,4,"","",1.0,0,1.0,0
11,"Design and Analysis of Algorithms","CST","370",,,,4,"","",1.0,0,1.0,0
12,"Race, Gender, Class in the Digital World","CST","462S",,,,3,"","",1.0,0,1.0,0
13,"Computer Science Capstone","CST","499","8",,,4,"","",2.0,0,2.0,0
14,"Multimedia Design and Programming","CST","205",,,,4,"","",1.0,0,1.0,0
15,"Game Development","CST","326",,,,4,"","",1.0,0,1.0,0
16,"Introduction to Computer Networks","CST","311",,,,4,"","",1.0,0,1.0,0
17,"Internet Programming","CST","336",,,,4,"","",1.0,0,1.0,0
18,"Software Engineering","CST","438","9",,,4,"","",2.0,0,2.0,0
19,"Introduction to Data Science","CST","383",,,,4,"","",1.0,0,1.0,0
