Curriculum,CSU_Long_Beach,,,,,,,,,,,,
Institution,CSU Long Beach,,,,,,,,,,,,
Degree Type,BS,,,,,,,,,,,,
System Type,semester,,,,,,,,,,,,
CIP,11.0701,,,,,,,,,,,,
Courses,,,,,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name,Complexity,Blocking,Delay,Centrality
1,Introduction to Computer Engineering and Computer Science,CECS,105,,,,1,,,1.0,0,1.0,0
2,Introduction to Programming and Problem Solving,CECS,174,,3,,3,,,29.0,22,7.0,258
3,Calculus I,MATH,122,5;4,,,4,,,34.0,27,7.0,378
4,Precalculus Trigonometry,MATH,111,,,,3,,,35.0,28,7.0,0
5,Precalculus Algebra,MATH,113,,,,3,,,35.0,28,7.0,0
6,Digital Logic and Assembly Programming,CECS,225,2,,,3,,,10.0,3,7.0,14
7,Discrete Structures with Computing Applications,CECS,228,2;3,,,3,,,19.0,12,7.0,188
8,Discrete Structures with Computing Applications II,CECS,229,7;9,,,3,,,8.0,2,6.0,64
9,Calculus II,MATH,123,3,,,4,,,8.0,3,5.0,20
10,Data Structures,CECS,274,2,,,3,,,19.0,12,7.0,88
11,Object Oriented Application Development,CECS,277,2,,,3,,,15.0,8,7.0,54
12,Introduction to the Engineering Profession,ENGR,101,,3,,1,,,5.0,1,4.0,8
13, Academic Success Skills,ENGR,102,12,,,1,,,4.0,0,4.0,0
14,Mechanics and Heat,PHYS,151,3,,,4,,,3.0,0,3.0,0
15,General Biology,BIOL,200,,,,4,,,1.0,0,1.0,0
16,Database Fundamentals,CECS,323,7;11,,,3,,,9.0,2,7.0,40
17,System Programming,CECS,325,11;10,,,3,,,9.0,2,7.0,28
18,Operating Systems,CECS,326,17;19,,,3,,,8.0,1,7.0,42
19,Computer Architecture and Organization,CECS,341,6,,,3,,,9.0,2,7.0,14
20,Introduction to Networks and Distributed Computing,CECS,327,18,,,3,,,7.0,0,7.0,0
21,Algorithms,CECS,328,7;10,,,3,,,14.0,7,7.0,182
22,Concepts of Computer Science Theory,CECS,329,21,,,3,,,8.0,1,7.0,40
23,Principles of Programming Languages,CECS,342,21,,,3,,,6.0,0,6.0,0
24,Introduction to Software Engineering,CECS,343,11,,,3,,,10.0,3,7.0,26
25,Introduction to Computer Security Principles,CECS,378,10;8,,,3,,,6.0,0,6.0,0
26,Probability and Statistics with Applications to Computing,EE,381,8,,,3,,,6.0,0,6.0,0
27,"Computers, Ethics and Society",ENGR,350,,,,3,,,5.0,2,3.0,0
28,Computer Science Senior Project I,CECS,491A,27;24,16;21,,3,,,8.0,1,7.0,97
29,Computer Science Senior Project II,CECS,491B,28,,,3,,,7.0,0,7.0,0
30,Scientific Research Communication,ENGR,361,,,,3,,,1.0,0,1.0,0
31,Theory of Computation,CECS,419,22,,,3,,,7.0,0,7.0,0
32,Dynamic Networks,CECS,427,21,,,3,,,6.0,0,6.0,0
33,Analysis of Algorithms,CECS,428,21,,,3,,,6.0,0,6.0,0
34,Software Project Management and Testing,CECS,443,24,,,3,,,6.0,0,6.0,0
