Curriculum,Cal_Poly_Humboldt,,,,,,,,,
Institution,"Cal Poly Humboldt",,,,,,,,,
Degree Type,"BS",,,,,,,,,
System Type,"semester",,,,,,,,,
CIP,"11.0701",,,,,,,,,
Courses,,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name,Complexity,Blocking,Delay,Centrality
1,"Computer Science Foundations 1","CS","111","2",,,4,"","",18.0,12,6.0,52
2,"Algebra and Elementary Functions","MATH","102",,,,4,"","",20.0,14,6.0,0
3,"Computer Science Foundations 2","CS","112","1",,,4,"","",14.0,8,6.0,24
4,"Data Structures Units","CS","211","5;3",,,4,"","",10.0,4,6.0,34
5,"Discrete Mathematics","MATH","253","2;1",,,3,"","",12.0,6,6.0,40
6,"Algorithms","CS","312","4;7;8",,,4,"","",7.0,1,6.0,24
7," Elementary Statistics","STAT","108",,,,3,"","",5.0,2,3.0,0
8,"Calculus for the Biological Sciences and Natural Resources","MATH","105","2",,,3,"","",6.0,2,4.0,7
9,"Database Design","CS","325","3",,,4,"","",8.0,2,6.0,6
10,"Web-Apps Using Databases","CS","328","9",,,4,"","",7.0,1,6.0,6
11,"Telecommunications and Networks","CS","346",,,,4,"","",3.0,1,2.0,0
12,"Architecture","CS","243","5;3",,,4,"","",8.0,2,6.0,17
13,"Operating Systems","CS","374","4;12",,,4,"","",7.0,1,6.0,34
14,"Computer Security","CS","449","11",,,4,"","",2.0,0,2.0,0
15,"Software Engineering","CS","458","13;10",,,4,"","",6.0,0,6.0,0
16,"Computational Models","CS","461","5;6;8",,,4,"","",6.0,0,6.0,0
17,"Python Programming","CS","232","1",,,3,"","",3.0,0,3.0,0
18,"Introduction to Linux","CS","279","1",,,4,"","",3.0,0,3.0,0
