Curriculum,CSU_East_Bay,,,,,,,,,
Institution,"CSU East Bay",,,,,,,,,
Degree Type,"BS",,,,,,,,,
System Type,"semester",,,,,,,,,
CIP,"11.0701",,,,,,,,,
Courses,,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name,Complexity,Blocking,Delay,Centrality
1,"Computer Science 1","CS","101",,,,4,"","",19.0,15,4.0,0
2,"Computer Science II","CS","201","1",,,4,"","",14.0,10,4.0,35
3,"Discrete Structures","CS","211","4",,,3,"","",16.0,11,5.0,52
4,"Calculus I","MATH","130","5",,,4,"","",21.0,16,5.0,63
5,"Precalculus with Algebra","MATH","125",,,,5,"","",22.0,17,5.0,0
6,"Computer Organization and Assembly Language","CS","221","1",,,3,"","",5.0,2,3.0,6
7,"Computing and Social Responsibility","CS","230",,,,3,"","",1.0,0,1.0,0
8,"Calculus II","MATH","131","4",,,3,"","",5.0,1,4.0,4
9,"Numerical Algorithms and Linear Algebra for Computer Science","MATH","225","4;1",,,3,"","",5.0,1,4.0,7
10,"Physics for Scientists and Engineers I","PHYS","135","4",,,4,"","",3.0,0,3.0,0
11,"Data Structures and Algorithms","CS","301","2;3",,,3,"","",13.0,8,5.0,72
12,"Programming Language Concepts","CS","311","6;2",,,3,"","",3.0,0,3.0,0
13,"Computer Architecture","CS","321","6;3",,,3,"","",4.0,0,4.0,0
14,"Software Engineering","CS","401","11",,,3,"","",5.0,0,5.0,0
15,"Automata and Computation","CS","411","9;3",,,3,"","",4.0,0,4.0,0
16,"Analysis of Algorithms","CS","413","11;3",,,3,"","",5.0,0,5.0,0
17,"Operating Systems","CS","421","11",,,3,"","",5.0,0,5.0,0
18,"Computer Networks","CS","441","11",,,3,"","",5.0,0,5.0,0
19,"Statistics and Probability for Science and Engineering","STAT","316","8",,,3,"","",4.0,0,4.0,0
20,"Website Development","CS","351","11",,,3,"","",5.0,0,5.0,0
21,"Database Architecture","CS","431","11",,,3,"","",5.0,0,5.0,0
22,"Mobile Programming","CS","453","11",,,3,"","",5.0,0,5.0,0
23,"Computer Graphics","CS","455","11",,,3,"","",5.0,0,5.0,0
