Curriculum,UC_San_Diego,,,,,,,,,,,,
Institution,University of California-San Diego,,,,,,,,,,,,
Degree Type,BS,,,,,,,,,,,,
System Type,quarter,,,,,,,,,,,,
CIP,11.0701,,,,,,,,,,,,
Courses,,,,,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name,Complexity,Blocking,Delay,Centrality
1,Introduction to Programming and Computational Problem-Solving I ,CSE,8A,,,,4,,,2.0,1,2.0,0
2,Introduction to Programming and Computational Problem-Solving II,CSE,8B,1,,,4,,,1.3,0,2.0,0
3,Introduction to Programming and Computational Problem-Solving: Accelerated Pace,CSE,11,,,,4,,,18.0,21,6.0,0
4,Basic Data Structures and Object-Oriented Design,CSE,12,3,,,4,,,14.7,16,6.0,101
5,Software Tools and Techniques Laboratory,CSE,15L,3,,,2,,,14.0,15,6.0,93
6,Discrete Mathematics,CSE,20,3,,,4,,,13.3,14,6.0,62
7,Mathematics for Algorithms and Systems,CSE,21,6,,,4,,,11.3,11,6.0,51
8,Computer Organization and Systems Programming,CSE,30,5;4,,,4,,,10.7,10,6.0,108
9,Perspectives in Computer Science and Engineering,CSE,91,,,,2,,,0.7,0,1.0,0
10,Precalculus for Science and Engineering,MATH,4C,,,,4,,,10.7,10,6.0,0
11,Calculus for Science and Engineering,MATH,20A,10,,,4,,,10.0,9,6.0,24
12,Calculus for Science and Engineering,MATH,20B,11,,,4,,,7.3,5,6.0,16
13, Calculus and Analytic Geometry for Science and Engineering,MATH,20C,12,,,4,,,6.0,3,6.0,12
14,Linear Algebra,MATH,18,11,,,4,,,3.3,1,4.0,4
15,PhysicsMechanics,PHYS,2A,11,,,4,,,3.3,1,4.0,4
16,PhysicsElectricity and Magnetism,PHYS,2B,15;12,,,4,,,2.7,0,4.0,0
17,Statistical Methods,MATH,183,13,,,4,,,5.3,2,6.0,12
18,Advanced Data Structures,CSE,100,5;4;7;8,,,4,,,8.7,7,6.0,148
19,Design and Analysis of Algorithms,CSE,101,4;7,,,4,,,4.7,2,5.0,18
20,Theory of Computability,CSE,105,5;4;6;7,,,4,,,4.0,1,5.0,17
21,Software Engineering,CSE,110,18,,,4,,,4.7,1,6.0,28
22,Principles of Computer Operating Systems,CSE,120,21;8;19,,,4,,,4.0,0,6.0,0
23,Database System Principles,CSE,132A,18,,,4,,,3.3,0,5.0,0
24,Introduction to Modern Cryptography,CSE,107,20;7;19,,,4,,,3.3,0,5.0,0
25,Recommender Systems and Web Mining,CSE,158,5;4;17,,,4,,,4.0,0,6.0,0
26,Components and Design Techniques for Digital Systems,CSE,140,6;8,,27,4,,,3.3,0,5.0,0
27,Digital Systems Laboratory,CSE,140L,6;8,,,2,,,4.0,1,5.0,14
28,Introduction to Computer Architecture: A Software Perspective,CSE,142,18;8,,29,4,,,4.0,0,6.0,0
29,Software Project for Computer Architecture,CSE,142L,18;8,,,2,,,4.7,1,6.0,38
30,Teaching Computation in the Digital World,EDS,124AR,,,,4,,,0.7,0,1.0,0
31,Teaching Computational Thinking for Everyone,EDS,124BR,,,,4,,,0.7,0,1.0,0
32, Data Science in Practice,COGS,108,3,,,4,,,1.3,0,2.0,0
33,Introduction to Computer Vision I,CSE,152A,5;4;14,,,4,,,2.7,0,4.0,0
34,Introduction to Artificial Intelligence: Search and Reasoning,CSE,150B,5;4;18;17,,,4,,,4.0,0,6.0,0
35,Computer Graphics,CSE,167,18,,,4,,,3.3,0,5.0,0
36,Topics in Computer Science and Engineering ,CSE,190,,,,4,,,0.7,0,1.0,0
