Curriculum,San_Jose_State,,,,,,,,,
Institution,"San Jose State",,,,,,,,,
Degree Type,"BS",,,,,,,,,
System Type,"semester",,,,,,,,,
CIP,"11.0701",,,,,,,,,
Courses,,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name,Complexity,Blocking,Delay,Centrality
1,"Precalculus","MATH","19",,,,5,"","",28.0,23,5.0,0
2,"Calculus I","MATH","30","1",,,3,"","",18.0,13,5.0,37
3,"Calculus II","MATH","31","2",,,4,"","",7.0,3,4.0,12
4,"Calculus III","MATH","32","3",,,3,"","",4.0,0,4.0,0
5,"Discrete Mathematics","MATH","42","1",,,3,"","",19.0,14,5.0,46
6,"Linear Algebra I","MATH","39","3",,,3,"","",4.0,0,4.0,0
7,"General Physics/Mechanics","PHYS","50","2",,,4,"","",3.0,0,3.0,0
8,"General Physics/Electricity and Magnetism","PHYS","51","9;3",,,4,"","",4.0,0,4.0,0
9,"Computers, Ethics and Society","PHIL","134",,,,3,"","",3.0,1,2.0,0
10,"Technical Writing Workshop","CS","100W",,,,3,"","",5.0,2,3.0,0
11,"Introduction to Programming","CS","46A",,,,4,"","",21.0,16,5.0,0
12,"Introduction to Data Structures","CS","46B","11;1",,,4,"","",20.0,15,5.0,98
13,"Programming in Java","CS","49J",,,,3,"","",14.0,10,4.0,0
14,"Introduction to Computer Systems","CS","47","5;12",,,3,"","",7.0,3,4.0,36
15,"Data Structures and Algorithms","CS","146","5;13;2;12",,,3,"","",12.0,7,5.0,105
16,"Computer Architecture","CS","147","14",,,3,"","",4.0,0,4.0,0
17,"Operating Systems","CS","149","14",,,3,"","",4.0,0,4.0,0
18,"Object-Oriented Design","CS","151","5;13;12",,,3,"","",8.0,3,5.0,34
19,"Programming Paradigms","CS","152","18",,,3,"","",4.0,0,4.0,0
20,"Formal Languages and Computability","CS","154","5;12",,,3,"","",3.0,0,3.0,0
21,"Introduction to Database Management Systems","CS","157A","15",,,3,"","",6.0,1,5.0,24
22,"Software Engineering","CS","160","15;10;18",,,3,"","",6.0,1,5.0,46
23,"Information Security","CS","166","15;14",,,3,"","",4.0,0,4.0,0
24,"Software Project","CS","161","22",,,3,"","",5.0,0,5.0,0
25,"Bioinformatics I","CS","123A","12",,,3,"","",3.0,0,3.0,0
26,"Introduction to Artificial Intelligence","CS","156","15",,,3,"","",4.0,0,4.0,0
27,"NoSQL Database Systems","CS","157C","21",,,3,"","",5.0,0,5.0,0
28,"Introduction to the Design and Analysis of Algorithms","CS","155","15",,,3,"","",4.0,0,4.0,0
