Curriculum,CSU_San_Bernardino,,,,,,,,,,,,
Institution,CSU San Bernardino,,,,,,,,,,,,
Degree Type,BS,,,,,,,,,,,,
System Type,semester,,,,,,,,,,,,
CIP,11.0701,,,,,,,,,,,,
Courses,,,,,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name,Complexity,Blocking,Delay,Centrality
1,Computer Science I,CSE,2010,2,,,4,,,19.0,14,5.0,60
2,Programming Basics,CSE,1250,,,,4,,,20.0,15,5.0,0
3,Machine Organization,CSE,2130,1,,,3,,,10.0,5,5.0,18
4,Discrete Mathematics,MATH,2720,,,,3,,,17.0,13,4.0,0
5,	Calculus I,MATH,2210,6,,,4,,,14.0,8,6.0,56
6,Accelerated Preparation for Calculus,MATH,1401,,,,4,,,15.0,9,6.0,0
7,Calculus II,MATH,2220,5,,,4,,,12.0,6,6.0,31
8,Statistics with Applications,MATH,2265,,5,,3,,,3.0,0,3.0,0
9,Applied Linear Algebra,MATH,2310,5,7,,4,,,6.0,1,5.0,9
10,General Physics I,PHYS,2500,5,7,,4,,,9.0,3,6.0,31
11,General Physics I Lab,PHYS,2500L,7;10,,,1,,,7.0,1,6.0,16
12,General Physics II,PHYS,2510,5;10,,,4,,,7.0,1,6.0,15
13,General Physics II Lab,PHYS,2510L,7;11;10,12,,1,,,6.0,0,6.0,0
14,Digital Logic,CSE,3100,4;1,,,4,,,9.0,4,5.0,25
15,Contemporary Computer Architecture,CSE,4010,14;3,,,4,,,7.0,2,5.0,28
16,Computer Networking and Security,CSE,4100,17,,,3,,,4.0,0,4.0,0
17,Computer Science II,CSE,2020,4;1,,,4,,,11.0,7,4.0,49
18,Algorithm Analysis,CSE,4310,9;17,,,3,,,5.0,0,5.0,0
19,Software Engineering,CSE,4550,17,,,3,,,4.0,0,4.0,0
20,Operating Systems,CSE,4600,,,,3,,,1.0,0,1.0,0
21,Ethics Senior Seminar,CSE,4880,,,,3,,,1.0,0,1.0,0
22,Introduction to Formal Languages and Automata Theory,CSE,5000,17,,,3,,,4.0,0,4.0,0
23,Introduction to Artificial Intelligence,CSE,5120,17,,,3,,,4.0,0,4.0,0
24,Parallel Algorithms and Programming,CSE,5250,15,,,3,,,5.0,0,5.0,0
25,Compilers,CSE,5700,17;3,,,3,,,4.0,0,4.0,0
26,Database Systems,CSE,5720,17,,,3,,,4.0,0,4.0,0
27,Embedded Systems,CSE,4560,14;3,,,4,,,4.0,0,4.0,0
28,Introduction to Computer Engineering Design,CSE,5208,,,,4,,,1.0,0,1.0,0
29,Digital System Design,CSE,5210,15,,,4,,,5.0,0,5.0,0
