Curriculum,Computer Science,,,,,,,,,,,,
Institution,CSU San Marcos,,,,,,,,,,,,
Degree Type,BS,,,,,,,,,,,,
System Type,semester,,,,,,,,,,,,
CIP,11.0701,,,,,,,,,,,,
Courses,,,,,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name,Complexity,Blocking,Delay,Centrality
1,Pre-Calculus,MATH,125,,,,4,,,,,,
2,"Calculus with Applications, I",MATH,160,1,,,5,,,,,,
3,"Calculus with Applications, II",MATH,162,2,,,4,,,,,,
4,"Calculus with Applications, III",MATH,160,3,,,4,,,,,,
5,Basic Discrete Mathmatics,MATH,270,2,,,3,,,,,,
6,Introduction to Mathematical Probability and Statistics,MATH,242,,,,4,,,,,,
7,Introduction to Linear Algebra,MATH,264,3,,,3,,,,,,
8,Computer Science I,CS,111,2,,,4,,,,,,
9,Computer Science II,CS,211,8,,,4,,,,,,
10,Assembly Language and Digital Circuits,CS,231,8,,,4,,,,,,
11,Social Issues and Professional Practices in Computing: Activities and Lab ,CS,310L,8,,,1,,,,,,
12,Data Structures and Algorithms,CS,311,9,,,3,,,,,,
13,Computer Architecture,CS,331,10,,,3,,,,,,
14,Programming Languages,CS,351,13;5,,,3,,,,,,
15,Introduction to Software Engineering,CS,370,9;12;5,,,3,,,,,,
16,Operating Systems,CS,433,10;12,,,3,,,,,,
17,Introduction to Networking,CS,436,12,,,3,,,,,,
18,Fundamentals of Database Systems,CS,443,12,,,3,,,,,,
19,Introduction to Artificial Intelligence,CS,471,14;6,,,3,,,,,,
20,Capstone Project,CS,490,15,,,1,,,,,,
21,Introduction to Computer Security,CS,452,16,,,3,,,,,,
22,Real-Time Concepts for Embedded Systems ,CS,435,10;12,,,3,,,,,,
23,Introduction to Optimization,MATH,480,7,,,3,,,,,,
