Curriculum,CSU_Channel_Islands_Admissions,,,,,,,,,
Institution,"CSU_Channel_Islands",,,,,,,,,
Degree Type,"BS",,,,,,,,,
System Type,"semester",,,,,,,,,
CIP,"11.0701",,,,,,,,,
Courses,,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name,Complexity,Blocking,Delay,Centrality
1,"Object-oriented Programming","COMP","150","2;3",,,4,"","",8.0,4,4.0,38
2,"Pre-Calculus","MATH","105",,,,4,"","",13.0,9,4.0,0
3,"Introduction to Programming","COMP","105",,,,3,"","",9.0,5,4.0,0
4,"Data Structures and Program Design","COMP","151","1",,,4,"","",6.0,2,4.0,16
5,"Computer Architectureand Assembly Language(","COMP","162","1",,,3,"","",6.0,2,4.0,16
6,"Programming Languages","COMP","232","5;4;1",,,3,"","",4.0,0,4.0,0
7,"Computer Organization and Architecture","COMP","262","5;4",,,3,"","",4.0,0,4.0,0
8,"Calculus I","MATH","150","2",,,4,"","",7.0,3,4.0,8
9,"Calculus II","MATH","151","8",,,4,"","",6.0,2,4.0,8
10,"Linear Algebra","MATH","240","9",,,3,"","",4.0,0,4.0,0
11,"General Physics I","PHYS","200",,,,4,"","",3.0,1,2.0,0
12,"General Physics II","PHYS","201","11;9",,,4,"","",4.0,0,4.0,0
13," Discrete Mathematics","MATH","300",,,,3,"","",1.0,0,1.0,0
