Curriculum,CSU_San_Marcos,,,,,,,,,
Institution,"CSU San Marcos",,,,,,,,,
Degree Type,"BS",,,,,,,,,
System Type,"semester",,,,,,,,,
CIP,"11.0701",,,,,,,,,
Courses,,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name,Complexity,Blocking,Delay,Centrality
1,"Pre-Calculus","MATH","125",,,,4,"","",11.0,7,4.0,0
2,"Calculus with Applications, I","MATH","160","1",,,5,"","",10.0,6,4.0,15
3,"Calculus with Applications, II","MATH","162","2",,,4,"","",5.0,1,4.0,4
4,"Basic Discrete Mathmatics","MATH","270","2",,,3,"","",3.0,0,3.0,0
5,"Introduction to Mathematical Probability and Statistics","MATH","242",,,,4,"","",1.0,0,1.0,0
6,"Introduction to Linear Algebra","MATH","264","3",,,3,"","",4.0,0,4.0,0
7,"Introduction to Physics I","PHYS","101",,,,4,"","",3.0,1,2.0,0
8,"Introduction to Physics II","PHYS","102","7",,,4,"","",2.0,0,2.0,0
9,"Computer Science I","CS","111","2",,,4,"","",6.0,2,4.0,8
10,"Computer Science II","CS","211","9",,,4,"","",4.0,0,4.0,0
11,"Assembly Language and Digital Circuits","CS","231","9",,,4,"","",4.0,0,4.0,0
