Curriculum,CSUSB,,,,,,,,,
Institution,"San Bernardino",,,,,,,,,
Degree Type,"BS",,,,,,,,,
System Type,"semester",,,,,,,,,
CIP,"11.0701",,,,,,,,,
Courses,,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name,Complexity,Blocking,Delay,Centrality
1,"Discrete Mathematics","MATH","2720",,,,3,"","",3.0,1,2.0,0
2,"Accelerated Preparation for Calculus","MATH","1401",,,,4,"","",13.0,8,5.0,0
3,"Calculus I","MATH","2210","2",,,4,"","",12.0,7,5.0,30
4,"Calculus II","MATH","2220","3",,,4,"","",8.0,3,5.0,9
5,"Statistics with Applications","MATH","2265","3",,,3,"","",3.0,0,3.0,0
6,"Applied Linear Algebra","MATH","2310","4;3",,,4,"","",4.0,0,4.0,0
7,"General Physics I","PHYS","2500","3",,,4,"","",8.0,3,5.0,9
8,"General Physics I Lab","PHYS","2500L","4;7",,,1,"","",6.0,1,5.0,10
9,"General Physics II","PHYS","2510","7;3",,,4,"","",4.0,0,4.0,0
10,"General Physics II Lab","PHYS","2510L","8;3",,,1,"","",5.0,0,5.0,0
11,"Programming Basics","CSE","1250",,,,4,"","",6.0,3,3.0,0
12,"Computer Science I","CSE","2010","11",,,4,"","",5.0,2,3.0,6
13,"Computer Science II","CSE","2020","12;1",,,4,"","",3.0,0,3.0,0
14,"Machine Organization","CSE","2130","12",,,3,"","",3.0,0,3.0,0
