Chabot College,CECS 105 - Introduction to Computer Engineering and Computer Science (1.00),[['No Course Articulated']]
Chabot College,CECS 174 - Introduction to Programming and Problem Solving (3.00) ,[['No Course Articulated']]
Chabot College,CECS 228 - Discrete Structures with Computing Applications (3.00) ,[['No Course Articulated']]
Chabot College,CECS 229 - Discrete Structures with Computing Applications II (3.00) ,[['MTH 8 - Discrete Mathematics (3.00)']]
Chabot College,CECS 225 - Digital Logic and Assembly Programming (3.00),[['MTH 6 - Elementary Linear Algebra (3.00)']]
Chabot College,CECS 274 - Data Structures (3.00),[['CSCI 15 - Object-Oriented Programming Methods (4.00)']]
Chabot College,CECS 277 - Object Oriented Application Development (3.00),[['No Course Articulated']]
Chabot College,ENGR 101 - Introduction to Engineering Profession (1.00),[['No Course Articulated']]
Chabot College,ENGR 102 - Academic Success Skills (1.00),[['No Course Articulated']]
Chabot College,MATH 122 - Calculus I (4.00),[['MTH 1 - Calculus I (5.00)']]
Chabot College,MATH 123 - Calculus II (4.00),[['MTH 2 - Calculus II (5.00)']]
