Rio Hondo College,CPSC 120 - Introduction to Programming (3.00),[['CIT 125 - Introduction to C++ Programming (4.00)']]
Rio Hondo College,CPSC 121 - Object-Oriented Programming (3.00),[['CIT 127 - Python Programming I (3.00)']]
Rio Hondo College,CPSC 131 - Data Structures (3.00),[['CIT 128 - Python Programming II (3.00)']]
Rio Hondo College,CPSC 240 - Computer Organization & Assembly Language (3.00) ,[['CS 142 - Computer Architecture and Organization (3.00)']]
Rio Hondo College,CPSC 253 - Cybersecurity Foundations and Principles (3.00) ,[['No Course Articulated']]
Rio Hondo College,CPSC 223C - C Programming (3.00),[['No Course Articulated']]
Rio Hondo College,CPSC 223J - Java Programming (3.00),[['CIT 136 - Advanced Java Programming (4.00)']]
Rio Hondo College,CPSC 223N - Visual C# Programming (3.00),[['No Course Articulated']]
Rio Hondo College,CPSC 223P - Python Programming (3.00),"[['No Course Articulated'], ['CIT 135 - Introduction to Java Programming (4.00)'], ['MATH 190H - Calculus I Honors (4.00)']]"
Rio Hondo College,MATH 150A - Calculus I (4.00),[['MATH 190 - Calculus I (4.00)']]
Rio Hondo College,MATH 150B - Calculus II (4.00),[['MATH 191 - Calculus II (4.00)']]
Rio Hondo College,MATH 170A - Mathematical Structures I (3.00),[['CS 152 - Discrete Structures (3.00)']]
Rio Hondo College,MATH 170B - Mathematical Structure II (3.00),[['No Course Articulated']]
Rio Hondo College,MATH 338 - Stat Appl to Natural Sci (4.00),[['No Course Articulated']]
Rio Hondo College,BIOL 101 - Elements of Biology (3.00) & BIOL 101L - Elements of Biology Laboratory (1.00),[['No Course Articulated']]
Rio Hondo College,BIOL 151 - Cellular & Molecular Biology (4.00) & BIOL 152 - Evolution & Organismal Biology (4.00),[['No Course Articulated']]
Rio Hondo College,CHEM 120A - General Chemistry (5.00) & CHEM 120B - General Chemistry (5.00),[['BIOL 200 - Principles of Biology 1 (Molecular and Cellular Biology)']]
Rio Hondo College,CHEM 120A - General Chemistry (5.00) & CHEM 125 - Gen Chemistry B Lecture (3.00),[['No Course Articulated']]
Rio Hondo College,GEOL 101 - Introduction to Geology (3.00) & GEOL 101L - Introduction to Geology Laboratory (1.00),[['CHEM 130 - General Chemistry I (5.00)']]
Rio Hondo College,GEOL 201 - Earth History (3.00) & GEOL 201L - Earth History Supplemental Lab (1.00),[['CHEM 140 - General Chemistry II (5.00)']]
Rio Hondo College,MATH 150A - Calculus I (4.00) & MATH 150B - Calculus II (4.00) & MATH 250A - Calculus III (4.00),[['No Course Articulated']]
Rio Hondo College,PHYS 225 - Fundamental Phys; Mechanics (3.00) & PHYS 225L - Fundamental Physics Lab (1.00),[['No Course Articulated']]
Rio Hondo College,PHYS 226 - Fund Phys.Elect + Magnetism (3.00) & PHYS 226L - Fundamental Physics Lab (1.00),[['GEOL 150 - Physical Geology (3.00)']]
Rio Hondo College,"PHYS 227 - Fund Phys: Waves, Optics, & Mod Phys (1.00 - 3.00) & PHYS 227L - Fundamental Physics Lab (1.00)",[['GEOL 151 - Physical Geology Laboratory (1.00)']]
Rio Hondo College,CPSC 120 - Introduction to Programming (3.00) & CPSC 121 - Object-Oriented Programming (3.00) & CPSC 131 - Data Structures (3.00),[['No Course Articulated']]
Rio Hondo College,CPSC 253U - Workshop In Unix (1.00) & CPSC 254 - Software Development with Open Source Systems (3.00),[['No Course Articulated']]
Rio Hondo College,MATH 150A - Calculus I (4.00) & MATH 150B - Calculus II (4.00),[['MATH 250 - Calculus III (4.00)']]
