Foothill College,CECS 105 - Introduction to Computer Engineering and Computer Science (1.00),[['C S 18 - Discrete Mathematics (5.00)']]
Foothill College,CECS 174 - Introduction to Programming and Problem Solving (3.00) ,[['C S 1A - Object-Oriented Programming Methodologies in JAVA']]
Foothill College,CECS 225 - Digital Logic and Assembly Programming (3.00),[['No Course Articulated']]
Foothill College,CECS 228 - Discrete Structures with Computing Applications (3.00) ,"[['No Course Articulated'], ['C S 2A - Object-Oriented Programming Methodologies in C++ (4.50)']]"
Foothill College,CECS 229 - Discrete Structures with Computing Applications II (3.00) ,"[['MATH 2B - Linear Algebra (5.00)'], ['MATH 22 - Discrete Mathematics (5.00)']]"
Foothill College,CECS 274 - Data Structures (3.00),[['C S 1B - Intermediate Software Design in JAVA (4.50)']]
Foothill College,CECS 277 - Object Oriented Application Development (3.00),[['No Course Articulated']]
Foothill College,ENGR 101 - Introduction to Engineering Profession (1.00),[['No Course Articulated']]
Foothill College,ENGR 102 - Academic Success Skills (1.00),[['No Course Articulated']]
Foothill College,MATH 122 - Calculus I (4.00),[['MATH 1A - Calculus (5.00)']]
Foothill College,MATH 123 - Calculus II (4.00),"[['MATH 1B - Calculus (5.00)', 'APPROVED SCIENCES ELECTIVES (MINIMUM OF EIGHT UNITS), TAKE:']]"
