Oxnard College,CECS 105 - Introduction to Computer Engineering and Computer Science (1.00),[['No Course Articulated']]
Oxnard College,CECS 174 - Introduction to Programming and Problem Solving (3.00) ,[['No Course Articulated']]
Oxnard College,CECS 228 - Discrete Structures with Computing Applications (3.00) ,[['No Course Articulated']]
Oxnard College,CECS 229 - Discrete Structures with Computing Applications II (3.00) ,[['No Course Articulated']]
Oxnard College,CECS 274 - Data Structures (3.00),[['MATH R134 - Linear Algebra (3.00)']]
Oxnard College,CECS 277 - Object Oriented Application Development (3.00),[['No Course Articulated']]
Oxnard College,ENGR 101 - Introduction to Engineering Profession (1.00),[['No Course Articulated']]
Oxnard College,ENGR 102 - Academic Success Skills (1.00),[['No Course Articulated']]
Oxnard College,MATH 122 - Calculus I (4.00),[['No Course Articulated']]
Oxnard College,MATH 123 - Calculus II (4.00),[['MATH R120 - Calculus with Analytic Geometry I (5.00)']]
