College of the Canyons,CSE 020 - Introduction to Computing I (2.00),[['No Course Articulated']]
College of the Canyons,CSE 021 - Introduction to Computing II (2.00),[['No Course Articulated']]
College of the Canyons,CSE 020 - Introduction to Computing I (2.00) & CSE 021 - Introduction to Computing II (2.00),"[['CMPSCI 111 - Introduction to Computer Algorithms and', ' Programming/JAVA (3.00)', 'CMPSCI 111L - Introduction to Algorithms and Programming Lab (1.00)'], ['CMPSCI 235 - C Programming (3.00)']]"
College of the Canyons,MATH 021 - Calculus I for Physical Sciences & Engineering (4.00) ,[['MATH 211 - Calculus I (5.00)']]
College of the Canyons,MATH 022 - Calculus II for Physical Sciences & Engineering (4.00) ,[['MATH 212 - Calculus II (5.00)']]
College of the Canyons,MATH 023 - Vector Calculus (4.00),[['MATH 213 - Calculus III (5.00)']]
College of the Canyons,MATH 024 - Linear Algebra and Differential Equations (4.00),"[['MATH 214 - Linear Algebra (4.00)', 'MATH 215 - Differential Equations (4.00)']]"
College of the Canyons,PHYS 008 - Introductory Physics I for Physical Sciences (3.00) & PHYS 008L - Introductory Physics I for Physical Sciences Lab (1.00),"[['PHYSIC 220 - Physics for Scientists and Engineers: Mechanics of'], [' Solids and Fluids (4.00)']]"
College of the Canyons,PHYS 009 - Introductory Physics II for Physical Sciences (3.00) & PHYS 009L - Introductory Physics II for Physical Sciences Lab (1.00),"[['PHYSIC 221 - Physics for Scientists and Engineers: Electricity and'], [' Magnetism (4.00)']]"
College of the Canyons,CSE 015 - Discrete Mathematics (4.00),"[['No Course Articulated'], ['ADDITIONAL MAJOR PREPARATION COURSES']]"
College of the Canyons,CSE 022 - Introduction to Programming (4.00),"[['CMPSCI 111 - Introduction to Computer Algorithms and', ' Programming/JAVA (3.00)'], ['CMPSCI 111L - Introduction to Algorithms and Programming Lab (1.00)'], ['CMPSCI 235 - C Programming (3.00)']]"
College of the Canyons,CSE 024 - Advanced Programming (4.00),[['No Course Articulated']]
College of the Canyons,CSE 030 - Data Structures (4.00),"[['CMPSCI 182 - Data Structures and Program Design (3.00)', 'CMPSCI 182L - Data Structures & Program Design Lab (1.00)']]"
College of the Canyons,CSE 031 - Computer Organization and Assembly Language (4.00),[['CMPSCI 122 - Computer Architecture and Assembly Language (3.00)']]
College of the Canyons,ENGR 065 - Circuit Theory (4.00),"[['ENGR 260 - Electrical Circuits (3.00)', 'ENGR 260L - Electrical Circuits Laboratory (1.00)', 'MATH 215 - Differential Equations (4.00)'], ['BIOSCI 100H - General Biology - Honors (4.00)']]"
College of the Canyons,BIO 003 - To Know Ourselves: Molecular Basis of Health and Disease (4.00),[['No Course Articulated']]
College of the Canyons,MATH 032 - Probability and Statistics (4.00),[['No Course Articulated']]
