Napa Valley College,CSE 8A - Introduction to Programming and Computational Problem Solving I (4.00),[['COMS 215 - Programming Concepts and Methodology I (3.00)']]
Napa Valley College,CSE 8B - Introduction to Programming and Computational Problem Solving II (4.00),[['No Course Articulated']]
Napa Valley College,CSE 11 - Introduction to Programming and Computational Problem Solving - Accelerated Pace (4.00),[['No Course Articulated']]
Napa Valley College,CSE 12 - Basic Data Structures and Object-Oriented Design (4.00) ,[['No Course Articulated']]
Napa Valley College,CSE 15L - Software Tools and Techniques Laboratory (2.00),[['No Course Articulated']]
Napa Valley College,CSE 20 - Discrete Mathematics (4.00),[['No Course Articulated']]
Napa Valley College,CSE 21 - Mathematics for Algorithms and Systems (4.00),[['No Course Articulated']]
Napa Valley College,CSE 30 - Computer Organization and Systems Programming (4.00) ,[['No Course Articulated']]
Napa Valley College,MATH 18 - Linear Algebra (4.00),[['MATH 220 - Linear Algebra (3.00)']]
Napa Valley College,MATH 20A - Calculus for Science and Engineering (4.00),[['MATH 120 - Calculus I (5.00)']]
Napa Valley College,MATH 20B - Calculus for Science and Engineering (4.00),[['MATH 121 - Calculus II (5.00)']]
Napa Valley College,MATH 20C - Calculus and Analytic Geometry for Science and Engineering (4.00),[['MATH 221 - Multivariable Calculus (5.00)']]
Napa Valley College,BILD 1 - The Cell (4.00),"[['BIOL 120 - General Biology (4.00)', 'BIOL 240 - General Zoology (5.00)', 'BIOL 241 - General Botany (5.00)']]"
Napa Valley College,BILD 2 - Multicellular Life (4.00),"[['BIOL 120 - General Biology (4.00)', 'BIOL 240 - General Zoology (5.00)', 'BIOL 241 - General Botany (5.00)']]"
